"last_name, first_name","player_id","team_name_alt","pitch_type","pitch_name","run_value_per_100","run_value","pitches","pitch_usage","pa","ba","slg","woba","whiff_percent","k_percent","put_away","est_ba","est_slg","est_woba","hard_hit_percent"
"Quintana, José",500779,"NYM","SIFT","Sinker",3,12,"392",31.9,"105","0.198","0.253","0.267",13.5,15.2,16.3,"0.249","0.39","0.326",42.1
"Lucchesi, Joey",664192,"NYM","SIFT","Sinker",1.3,5,"360",51.7,"105","0.295","0.474","0.365",14.8,11.4,18.8,"0.308","0.558","0.398",44.6
"Jackson, Andre",656578,"PIT","CH","Changeup",-2.2,-7,"320",32,"105","0.273","0.566","0.38",29.7,24.8,22.8,"0.295","0.533","0.368",39.7
"Dunning, Dane",641540,"TEX","FC","Cutter",1.1,6,"538",20,"105","0.258","0.393","0.339",23.1,13.3,15.9,"0.253","0.405","0.337",28.9
"Ferrer, Jose A.",678606,"WSH","FF","4-Seamer",-0.6,-3,"402",71.9,"105","0.287","0.426","0.35",13,15.2,15.8,"0.259","0.367","0.313",42.3
"Littell, Zack",641793,"TB","FF","4-Seamer",1,4,"418",31.4,"105","0.26","0.44","0.323",21.8,28.6,20.7,"0.224","0.429","0.29",50.7
"Syndergaard, Noah",592789,"CLE","SIFT","Sinker",-1.6,-6,"366",26,"105","0.363","0.593","0.435",13.8,8.6,15,"0.328","0.528","0.407",46.4
"Erceg, Lucas",668674,"OAK","SIFT","Sinker",0.1,0,"330",31.3,"104","0.28","0.354","0.369",28.8,15.4,23.9,"0.206","0.266","0.305",26.9
"Weems, Jordan",607179,"WSH","FF","4-Seamer",0.3,1,"444",48.3,"104","0.198","0.523","0.369",24.3,23.1,26.1,"0.264","0.567","0.398",40.6
"Civale, Aaron",650644,"TB","SIFT","Sinker",1.8,7,"373",18.6,"104","0.202","0.292","0.284",14.4,19.2,17.7,"0.234","0.322","0.305",34.8
"Allen, Logan",671106,"CLE","CH","Changeup",1.2,5,"453",21.2,"104","0.191","0.223","0.231",33,29.8,19.4,"0.215","0.285","0.252",38.5
"Faedo, Alex",656412,"DET","SL","Slider",-0.4,-1,"394",38.1,"104","0.192","0.364","0.283",41.3,30.8,21.1,"0.179","0.32","0.233",22.4
"Barlow, Scott",605130,"SD","SL","Slider",1.6,7,"446",37.3,"104","0.191","0.292","0.255",35.9,27.9,24.2,"0.189","0.266","0.247",21.9
"Speier, Gabe",642100,"SEA","SIFT","Sinker",1,3,"358",45.8,"104","0.296","0.439","0.34",18.6,14.4,20.5,"0.279","0.414","0.319",37.3
"Weems, Jordan",607179,"WSH","SL","Slider",1.1,5,"399",43.4,"104","0.204","0.323","0.267",28.4,29.8,23.3,"0.206","0.335","0.264",40
"Megill, Tylor",656731,"NYM","CH","Changeup",-0.5,-2,"333",14.9,"103","0.264","0.396","0.333",24.1,15.5,18,"0.262","0.389","0.328",30.7
"Gore, MacKenzie",669022,"WSH","SL","Slider",0.5,2,"449",18.2,"103","0.213","0.415","0.306",37.5,27.2,21.9,"0.26","0.48","0.346",43.9
"Manoah, Alek",666201,"TOR","SL","Slider",-1.8,-9,"507",30,"103","0.239","0.432","0.352",28.6,28.2,14.3,"0.191","0.305","0.289",32.2
"Wilson, Bryse",669060,"MIL","FC","Cutter",2.1,8,"401",34.7,"103","0.165","0.33","0.239",23.6,13.6,21.9,"0.26","0.451","0.316",36.9
"Fairbanks, Pete",664126,"TB","FF","4-Seamer",0.9,3,"363",49.5,"103","0.151","0.279","0.264",29.6,40.8,31.1,"0.142","0.259","0.252",37.8
"Iglesias, Raisel",628452,"ATL","CH","Changeup",1.6,5,"307",35.3,"103","0.182","0.313","0.232",40.8,35.9,32.5,"0.166","0.265","0.197",27
"Ober, Bailey",641927,"MIN","SL","Slider",-0.9,-4,"457",19.6,"103","0.255","0.48","0.338",32.9,30.1,17.6,"0.249","0.463","0.318",37.3
"Detmers, Reid",672282,"LAA","CUKC","Curveball",0.9,4,"505",19.4,"103","0.191","0.326","0.285",28.6,29.1,19.7,"0.174","0.259","0.256",16.9
"Toussaint, Touki",657053,"CWS","FF","4-Seamer",-1.6,-6,"375",23.5,"102","0.294","0.426","0.427",21.7,17.6,19.6,"0.281","0.474","0.43",50
"Brash, Matt",666374,"SEA","FF","4-Seamer",-0.1,-1,"439",33.7,"102","0.346","0.481","0.423",26.3,23.5,22,"0.27","0.399","0.378",53.4
"Bibee, Tanner",676440,"CLE","CH","Changeup",1.3,5,"386",16.6,"102","0.213","0.298","0.277",37.8,33.3,26.4,"0.18","0.278","0.236",23.3
"Minter, A.J.",621345,"ATL","FF","4-Seamer",1.4,7,"501",47.2,"102","0.211","0.367","0.293",25,27.5,19.7,"0.223","0.412","0.319",42.9
"Toussaint, Touki",657053,"CWS","SIFT","Sinker",-0.1,0,"422",26.5,"102","0.3","0.412","0.384",9.5,7.8,12.1,"0.287","0.464","0.385",32.9
"Beck, Tristan",663941,"SF","SL","Slider",0.2,1,"430",33.1,"102","0.309","0.489","0.386",23,13.7,20.3,"0.296","0.496","0.361",42
"Clarke, Taylor",664199,"KC","SL","Slider",0.8,3,"395",37,"102","0.242","0.429","0.329",32.3,24.5,20.3,"0.193","0.369","0.287",39.4
"Bradley, Taj",671737,"TB","FC","Cutter",-1.4,-6,"448",24.6,"102","0.312","0.581","0.4",29.5,19.6,22.5,"0.283","0.501","0.359",51.4
"Winn, Keaton",676775,"SF","FS","Splitter",0.3,1,"329",55.4,"102","0.221","0.347","0.271",34.4,22.5,22.3,"0.221","0.355","0.271",42.5
"Blackburn, Paul",621112,"OAK","SL","Slider",0.6,2,"340",18.1,"102","0.198","0.308","0.258",34.4,30.4,21.1,"0.218","0.345","0.27",22.2
"Nelson, Ryne",669194,"AZ","FC","Cutter",-1.8,-6,"339",14.4,"102","0.312","0.516","0.394",20.9,14.7,13.2,"0.282","0.482","0.357",43.6
"Elder, Bryce",693821,"ATL","FF","4-Seamer",-0.2,-1,"378",13.3,"101","0.289","0.5","0.365",19.6,12.9,13.3,"0.297","0.492","0.365",39.2
"Urquidy, José",664353,"HOU","FF","4-Seamer",-0.9,-4,"421",38.4,"101","0.287","0.632","0.428",19.2,8.9,8.3,"0.305","0.597","0.422",50
"Anderson, Chase",502624,"COL","FC","Cutter",1.3,5,"381",26.3,"101","0.244","0.444","0.33",22.6,15.8,19.3,"0.23","0.392","0.305",25.3
"Almonte, Yency",622075,"LAD","ST","Sweeper",1.1,4,"401",50.1,"101","0.156","0.281","0.211",47.9,42.6,31.6,"0.177","0.276","0.218",30.2
"Abreu, Bryan",650556,"HOU","FF","4-Seamer",1.1,5,"499",41.2,"101","0.165","0.259","0.248",37.3,30.7,26.3,"0.186","0.322","0.277",35.1
"Musgrove, Joe",605397,"SD","FF","4-Seamer",2.2,8,"380",24.5,"101","0.205","0.273","0.265",22.1,22.8,16.5,"0.217","0.296","0.277",27.3
"Ortiz, Luis L.",682847,"PIT","FF","4-Seamer",-3.9,-14,"363",24.8,"100","0.392","0.722","0.516",15.8,13,11.3,"0.374","0.821","0.525",60.3
"Young, Alex",622065,"CIN","CH","Changeup",-0.3,-1,"314",35.8,"100","0.196","0.37","0.288",39.9,34,28.6,"0.199","0.326","0.26",46.6
"Eovaldi, Nathan",543135,"TEX","FC","Cutter",1.6,6,"393",17.6,"100","0.238","0.417","0.335",19.8,11,20.8,"0.279","0.469","0.368",36
"Smith, Will",519293,"TEX","FF","4-Seamer",-1.3,-4,"336",38.9,"100","0.303","0.494","0.381",12.4,11,11.7,"0.301","0.538","0.392",47.4
"Marte, Yunior",628708,"PHI","SIFT","Sinker",-2.2,-7,"346",49.4,"100","0.341","0.412","0.393",16.1,13,15.5,"0.275","0.354","0.333",24.7
"Soto, Gregory",642397,"PHI","SL","Slider",0.7,3,"377",39,"100","0.16","0.362","0.248",49,37,24.3,"0.165","0.289","0.215",32.8
"Toussaint, Touki",657053,"CWS","CUKC","Curveball",1.9,9,"459",28.8,"100","0.115","0.184","0.189",35.6,35,21.2,"0.201","0.279","0.268",35.2
"Gray, Josiah",680686,"WSH","CUKC","Curveball",0,0,"456",16.2,"99","0.221","0.358","0.266",34.9,29.3,19.3,"0.227","0.356","0.265",30.3
"Maeda, Kenta",628317,"MIN","FF","4-Seamer",0.3,1,"466",27.4,"99","0.275","0.451","0.334",25.1,28.3,22.4,"0.256","0.433","0.318",50
"Wainwright, Adam",425794,"STL","FC","Cutter",-0.9,-4,"403",22.6,"99","0.344","0.473","0.391",14.7,6.1,12.8,"0.308","0.49","0.358",31.8
"Marinaccio, Ron",676760,"NYY","FF","4-Seamer",1.8,8,"461",51.5,"99","0.198","0.296","0.295",28,29.3,20.6,"0.22","0.406","0.346",49.1
"Vest, Will",676684,"DET","FF","4-Seamer",0.6,2,"400",51.3,"99","0.209","0.363","0.28",22.4,34.3,26,"0.216","0.399","0.293",56.1
"Chafin, Andrew",605177,"MIL","SIFT","Sinker",-0.4,-2,"405",44,"99","0.284","0.489","0.407",19.6,12.1,20.7,"0.276","0.409","0.338",26.3
"Bello, Brayan",678394,"BOS","SL","Slider",-1.2,-6,"463",17.7,"99","0.304","0.457","0.373",25.6,18.2,13.3,"0.272","0.421","0.323",47.3
"Moll, Sam",594580,"CIN","SIFT","Sinker",0.7,3,"368",35.9,"99","0.253","0.352","0.309",14.2,17.2,26.2,"0.229","0.342","0.276",38.7
"Peterson, David",656849,"NYM","FF","4-Seamer",-1,-5,"536",27.3,"99","0.287","0.425","0.383",28.1,24.2,15.9,"0.286","0.473","0.386",46.6
"García, Yimi",554340,"TOR","FF","4-Seamer",-0.5,-2,"366",33.3,"99","0.256","0.467","0.338",36.4,38.4,27.1,"0.208","0.384","0.285",47.2
"Fleming, Josh",676596,"TB","SIFT","Sinker",0.4,1,"335",44.1,"98","0.244","0.465","0.358",19.3,13.3,21.7,"0.29","0.503","0.379",53.4
"Suter, Brent",608718,"COL","FF","4-Seamer",0.3,1,"345",30.6,"98","0.259","0.341","0.316",15.4,13.3,16.9,"0.268","0.361","0.325",27
"Darvish, Yu",506433,"SD","FF","4-Seamer",-0.3,-1,"369",16.6,"98","0.258","0.551","0.343",16.1,23.5,15.5,"0.233","0.427","0.301",37.1
"Miller, Bobby",676272,"LAD","SL","Slider",-0.3,-1,"327",16.7,"98","0.25","0.424","0.306",29.2,28.6,18.4,"0.229","0.355","0.282",38.5
"Burnes, Corbin",669203,"MIL","CH","Changeup",1.4,5,"346",11.2,"98","0.204","0.258","0.221",30.6,24.5,18.9,"0.212","0.281","0.233",15.7
"Oviedo, Johan",670912,"PIT","CUKC","Curveball",1.2,5,"444",14.9,"98","0.193","0.352","0.278",30.8,19.4,16.2,"0.205","0.319","0.272",27.5
"Chirinos, Yonny",630023,"ATL","FS","Splitter",1.3,4,"343",25.6,"98","0.185","0.337","0.253",31.5,30.6,19.9,"0.243","0.39","0.294",30.2
"Middleton, Keynan",641871,"NYY","CH","Changeup",1.1,4,"367",42.9,"98","0.209","0.396","0.291",37.7,26.5,23,"0.233","0.395","0.299",26.2
"Darvish, Yu",506433,"SD","SIFT","Sinker",-0.3,-1,"414",18.7,"98","0.304","0.402","0.337",15.6,21.4,20.6,"0.277","0.391","0.312",52.1
"France, J.P.",641585,"HOU","CH","Changeup",2,7,"334",15.2,"98","0.183","0.237","0.196",30.8,23.5,21.3,"0.198","0.268","0.216",18.1
"Williams, Trevor",592866,"WSH","CH","Changeup",-1.2,-5,"447",17,"97","0.315","0.483","0.37",19.9,12.4,8.8,"0.272","0.427","0.326",28.2
"Wheeler, Zack",554430,"PHI","CUKC","Curveball",-0.2,-1,"361",11.4,"97","0.264","0.473","0.329",33,28.9,17.9,"0.256","0.371","0.291",39.1
"Burnes, Corbin",669203,"MIL","CUKC","Curveball",1.4,7,"528",17.1,"97","0.133","0.211","0.188",48.8,52.6,26,"0.133","0.182","0.177",25
"Darvish, Yu",506433,"SD","ST","Sweeper",0.5,2,"411",18.5,"97","0.256","0.427","0.341",29,20.6,21.1,"0.25","0.419","0.339",29.7
"Suárez, Ranger",624133,"PHI","CH","Changeup",-1,-4,"372",18.4,"97","0.267","0.444","0.335",31.1,16.5,14.7,"0.293","0.463","0.343",33.3
"Gray, Josiah",680686,"WSH","FF","4-Seamer",-0.5,-2,"479",17,"97","0.291","0.557","0.418",20.2,11.3,10.8,"0.267","0.493","0.387",42
"Cole, Gerrit",543037,"NYY","CUKC","Curveball",1,4,"396",12.1,"97","0.215","0.269","0.243",24.4,27.8,19.3,"0.223","0.305","0.242",40.3
"Germán, Domingo",593334,"NYY","CH","Changeup",1.1,4,"345",20.9,"97","0.2","0.306","0.263",32.2,21.6,24.1,"0.261","0.357","0.315",33.3
"Moore, Matt",519043,"MIA","FF","4-Seamer",1.3,5,"399",47.4,"97","0.259","0.529","0.369",22.6,16.5,17,"0.258","0.467","0.354",45.7
"Morgan, Eli",669212,"CLE","FF","4-Seamer",-0.3,-1,"481",40.1,"96","0.317","0.561","0.421",20.9,17.7,13.5,"0.285","0.563","0.405",46.2
"Cabrera, Génesis",650893,"TOR","FF","4-Seamer",-0.5,-2,"342",36.2,"96","0.224","0.482","0.341",20.3,25,20.9,"0.226","0.454","0.331",47.5
"Whitlock, Garrett",676477,"BOS","CH","Changeup",-3.2,-9,"288",24.1,"96","0.312","0.559","0.382",32,24,18.7,"0.256","0.426","0.294",39.4
"Rea, Colin",607067,"MIL","FF","4-Seamer",1.9,7,"388",19.2,"96","0.135","0.27","0.196",26.6,40.6,23.6,"0.205","0.422","0.283",50
"Rodriguez, Eduardo",593958,"DET","FC","Cutter",0,0,"458",18.7,"96","0.2","0.471","0.321",19.4,18.8,18.9,"0.251","0.509","0.355",43.5
"Bido, Osvaldo",674370,"PIT","SL","Slider",-0.1,0,"332",35.3,"96","0.238","0.345","0.303",20.9,17.7,13,"0.262","0.342","0.303",34.8
"Cruz, Fernando",518585,"CIN","FF","4-Seamer",0,0,"394",35.2,"96","0.3","0.512","0.397",16.7,14.6,17.9,"0.285","0.493","0.384",56.7
"Olson, Reese",681857,"DET","SIFT","Sinker",0.8,3,"345",19.8,"96","0.27","0.348","0.311",12.3,10.4,14.3,"0.281","0.408","0.325",44.3
"Raley, Brooks",548384,"NYM","ST","Sweeper",2.9,10,"356",36.3,"96","0.174","0.217","0.203",33.7,40.6,22.7,"0.174","0.225","0.195",13.2
"Miller, Bryce",682243,"SEA","SL","Slider",0.8,3,"397",18.9,"96","0.202","0.337","0.245",24.4,26,15.9,"0.253","0.433","0.314",47.8
"Moran, Jovani",663558,"MIN","CH","Changeup",0.6,2,"354",47.2,"96","0.156","0.278","0.22",50.9,34.4,31.4,"0.141","0.242","0.198",19
"López, Pablo",641154,"MIN","CUKC","Curveball",-0.1,0,"377",12.5,"96","0.202","0.33","0.245",36.4,40.6,24.1,"0.207","0.323","0.242",36.4
"Okert, Steven",595345,"MIA","FF","4-Seamer",-1.9,-8,"394",38.7,"96","0.289","0.518","0.397",23.2,21.9,16.2,"0.282","0.473","0.368",31.7
"Leone, Dominic",608678,"SEA","FF","4-Seamer",0.7,2,"333",37.6,"96","0.195","0.532","0.356",26.3,26,24,"0.213","0.506","0.365",50.9
"Duran, Jhoan",661395,"MIN","FF","4-Seamer",1.1,5,"457",44.9,"96","0.212","0.375","0.313",35.8,30.2,20,"0.218","0.353","0.307",40.7
"Nola, Aaron",605400,"PHI","CH","Changeup",-0.3,-1,"390",12.6,"96","0.22","0.319","0.295",31.9,26,21.2,"0.251","0.368","0.288",36.4
"Gott, Trevor",641627,"NYM","FC","Cutter",-1.1,-4,"382",39.1,"96","0.247","0.398","0.318",26.4,24,29.1,"0.237","0.361","0.268",31.4
"Brebbia, John",605154,"SF","SL","Slider",-0.1,-1,"364",53.9,"96","0.227","0.511","0.328",25.6,21.9,17.1,"0.223","0.447","0.295",42.9
"Yarbrough, Ryan",642232,"LAD","FC","Cutter",0.9,3,"352",24.7,"95","0.289","0.378","0.314",12.1,7.4,9.9,"0.263","0.388","0.301",30.1
"López, Jorge",605347,"BAL","SIFT","Sinker",-1.1,-4,"327",33.9,"95","0.305","0.5","0.383",11.2,7.4,12.1,"0.29","0.443","0.358",53.2
"Lorenzen, Michael",547179,"PHI","SIFT","Sinker",-1.1,-3,"283",12,"95","0.333","0.4","0.363",3.8,5.3,10.2,"0.279","0.36","0.294",31.4
"Kuhl, Chad",641771,"WSH","SL","Slider",0.7,2,"335",43.5,"95","0.235","0.482","0.336",35.8,28.4,23.1,"0.235","0.488","0.339",45.8
"Ramírez, Erasmo",541640,"TB","SIFT","Sinker",-3.3,-9,"282",29.3,"95","0.379","0.609","0.452",10.5,9.5,12.3,"0.362","0.61","0.421",52.5
"Bielak, Brandon",656232,"HOU","CH","Changeup",1,3,"345",24.9,"95","0.227","0.352","0.292",33.2,26.3,22.1,"0.265","0.405","0.318",41.3
"Miley, Wade",489119,"MIL","FF","4-Seamer",0.3,1,"365",19.5,"95","0.198","0.453","0.312",13.4,22.1,16.7,"0.249","0.56","0.37",47.7
"Yarbrough, Ryan",642232,"LAD","SIFT","Sinker",0.5,2,"441",31,"95","0.28","0.366","0.31",12.6,15.8,12.6,"0.282","0.43","0.313",32.1
"Varland, Louie",686973,"MIN","FC","Cutter",1.1,4,"349",32,"94","0.247","0.4","0.302",29,25.5,23.8,"0.241","0.395","0.301",42.2
"Barlow, Scott",605130,"SD","CUKC","Curveball",-0.9,-4,"400",33.4,"94","0.195","0.28","0.262",35.8,37.2,22.3,"0.216","0.276","0.273",22.4
"Lauer, Eric",641778,"MIL","FC","Cutter",-1.7,-5,"302",35.8,"94","0.309","0.568","0.419",21.2,16,20,"0.32","0.503","0.397",40.3
"Jacques, Joe",682175,"BOS","SIFT","Sinker",-1.5,-4,"276",63.3,"94","0.286","0.393","0.373",12,16,19.7,"0.233","0.327","0.288",44.3
"Williams, Trevor",592866,"WSH","SIFT","Sinker",0.4,1,"383",14.6,"94","0.325","0.458","0.377",18.8,12.8,18.5,"0.288","0.483","0.36",39.7
"Walker, Taijuan",592836,"PHI","FF","4-Seamer",-1.1,-5,"493",17.4,"94","0.26","0.548","0.42",25.1,18.1,11.7,"0.245","0.524","0.405",50
"Junis, Jakob",596001,"SF","SIFT","Sinker",-2.5,-9,"368",26.5,"93","0.418","0.696","0.502",14,16.1,16,"0.297","0.45","0.37",44.6
"Strahm, Matt",621381,"PHI","SL","Slider",2.6,9,"342",25,"93","0.151","0.291","0.189",33.3,33.3,24.6,"0.167","0.287","0.2",35
"Romano, Jordan",605447,"TOR","FF","4-Seamer",1.3,5,"417",45.6,"93","0.222","0.37","0.307",32.3,30.1,26.9,"0.212","0.354","0.295",37
"Lambert, Peter",663567,"COL","CH","Changeup",-1.4,-4,"291",20.1,"93","0.235","0.459","0.347",32.5,32.3,27.3,"0.212","0.382","0.289",40
"Irvin, Cole",608344,"BAL","FF","4-Seamer",-0.3,-1,"359",28.2,"93","0.25","0.464","0.338",20.4,24.7,17.7,"0.258","0.536","0.36",40.3
"Alvarado, José",621237,"PHI","SIFT","Sinker",1.3,6,"436",58.8,"93","0.21","0.333","0.299",24.6,24.7,20.5,"0.246","0.36","0.312",42.4
"Wells, Tyler",669330,"BAL","FC","Cutter",0.5,2,"372",19.5,"93","0.212","0.537","0.367",19.3,19.4,20.5,"0.253","0.557","0.38",44.4
"Peterson, David",656849,"NYM","CH","Changeup",-1,-4,"372",18.9,"93","0.325","0.55","0.422",30.9,17.2,20.3,"0.261","0.49","0.363",32.3
"Beeks, Jalen",656222,"TB","FF","4-Seamer",0.1,0,"318",43.5,"93","0.243","0.419","0.366",25.2,18.3,19.3,"0.218","0.336","0.32",33.9
"Elder, Bryce",693821,"ATL","CH","Changeup",0.9,3,"390",13.7,"92","0.188","0.235","0.237",23.6,17.4,13.9,"0.237","0.334","0.28",24.6
"Blackburn, Paul",621112,"OAK","FC","Cutter",-2.1,-8,"383",20.4,"92","0.435","0.624","0.48",15.9,4.3,7,"0.387","0.541","0.416",20.7
"Peralta, Freddy",642547,"MIL","CUKC","Curveball",0.1,0,"354",12.5,"92","0.212","0.376","0.295",34.2,32.6,21.3,"0.193","0.32","0.255",23.6
"Gibson, Kyle",502043,"BAL","FF","4-Seamer",-1,-4,"407",13.4,"92","0.287","0.55","0.383",15.6,9.8,9.4,"0.291","0.556","0.385",52.1
"Greinke, Zack",425844,"KC","SIFT","Sinker",-0.6,-2,"348",15.7,"92","0.333","0.609","0.436",8.1,14.1,16.7,"0.335","0.568","0.4",54.1
"King, Michael",650633,"NYY","FF","4-Seamer",1.8,7,"381",22.7,"92","0.2","0.294","0.251",25,33.7,26.3,"0.197","0.344","0.264",40.7
"Cordero, Jimmy",622772,"NYY","SIFT","Sinker",1.3,5,"359",70.1,"92","0.232","0.354","0.311",17.6,18.5,22.4,"0.273","0.396","0.332",38.5
"Lynch IV, Daniel",663738,"KC","FF","4-Seamer",-1.4,-5,"344",42.6,"92","0.284","0.531","0.379",16.7,12,14.1,"0.28","0.504","0.371",38
"Gonsolin, Tony",664062,"LAD","SL","Slider",-2.2,-7,"304",18.3,"91","0.268","0.439","0.345",25.3,18.7,14.7,"0.299","0.542","0.383",36.4
"Williams, Gavin",668909,"CLE","SL","Slider",2.8,8,"306",22.1,"91","0.157","0.241","0.237",31.8,26.4,22.4,"0.196","0.256","0.239",30.5
"Brasier, Ryan",518489,"LAD","SL","Slider",1.5,5,"319",35.4,"91","0.12","0.157","0.174",35.8,35.2,22.2,"0.186","0.259","0.238",49.1
"Pérez, Cionel",672335,"BAL","SIFT","Sinker",-1.2,-4,"324",36.9,"91","0.291","0.316","0.367",20,12.1,18.3,"0.247","0.294","0.297",42.6
"Clase, Emmanuel",661403,"CLE","SL","Slider",1.2,4,"358",32,"91","0.19","0.226","0.211",31.3,28.6,19.4,"0.194","0.315","0.24",36.7
"Manning, Matt",666159,"DET","SL","Slider",0.1,0,"373",31.6,"91","0.185","0.383","0.307",26.1,15.4,13.9,"0.21","0.413","0.306",34.8
"Blanco, Ronel",669854,"HOU","FF","4-Seamer",-3.5,-13,"364",40.2,"91","0.343","0.714","0.501",18.5,13.2,12.8,"0.317","0.669","0.472",54.2
"Abbott, Cory",676265,"WSH","FF","4-Seamer",-2.6,-8,"323",45.9,"91","0.365","0.676","0.474",15.9,16.5,18.8,"0.295","0.548","0.406",45.9
"Murphy, Chris",669684,"BOS","FF","4-Seamer",-0.6,-2,"337",38.7,"90","0.338","0.481","0.422",15.5,20,19.8,"0.291","0.443","0.366",43.3
"Cano, Yennier",666974,"BAL","CH","Changeup",0.3,1,"282",27.7,"90","0.193","0.295","0.222",40.5,38.9,28.2,"0.215","0.327","0.242",30.2
"Williamson, Brandon",682227,"CIN","CH","Changeup",0.3,1,"320",16.5,"90","0.183","0.39","0.311",39.9,26.7,23.1,"0.231","0.397","0.304",31
"Stephan, Trevor",663986,"CLE","FS","Splitter",1.2,4,"317",28.1,"90","0.152","0.203","0.223",49.1,47.8,25.3,"0.15","0.197","0.21",16.2
"Stripling, Ross",548389,"SF","FF","4-Seamer",0,0,"376",25.9,"90","0.275","0.512","0.374",27.5,28.9,17.7,"0.264","0.503","0.364",48.1
"Wheeler, Zack",554430,"PHI","ST","Sweeper",0.1,1,"387",12.3,"90","0.198","0.36","0.26",39.2,33.3,20.5,"0.202","0.373","0.258",29.8
"Soriano, George",666277,"MIA","FF","4-Seamer",-0.1,0,"358",40.5,"90","0.315","0.411","0.382",17.7,6.7,9,"0.35","0.516","0.427",47.1
"Cabrera, Edward",665795,"MIA","FF","4-Seamer",0.4,2,"498",27.6,"90","0.214","0.371","0.342",19.3,13.3,10.7,"0.228","0.466","0.373",44.1
"Peralta, Freddy",642547,"MIL","CH","Changeup",-0.3,-1,"415",14.6,"90","0.224","0.388","0.305",31.2,20,18.6,"0.232","0.365","0.277",34.3
"Coulombe, Danny",543056,"BAL","FC","Cutter",1.8,6,"353",42.5,"89","0.25","0.3","0.305",30.4,23.6,30.4,"0.23","0.314","0.278",23.3
"Pagán, Emilio",641941,"MIN","FC","Cutter",2.1,7,"319",30.1,"89","0.143","0.214","0.187",18.8,14.6,11.9,"0.232","0.358","0.272",38.9
"Hill, Tim",657612,"SD","SIFT","Sinker",-2.5,-8,"301",42,"89","0.366","0.476","0.407",10.9,6.7,11.3,"0.302","0.409","0.335",42.9
"Shaw, Bryan",543766,"CWS","FC","Cutter",0.9,4,"392",50.6,"89","0.267","0.387","0.348",18.9,16.9,13.4,"0.252","0.384","0.339",36.7
"Puk, A.J.",640462,"MIA","ST","Sweeper",-0.1,0,"405",42.6,"89","0.241","0.402","0.317",38.9,33.7,20.5,"0.194","0.339","0.237",19
"Hoeing, Bryan",663773,"MIA","SL","Slider",0.1,0,"361",32.1,"89","0.195","0.402","0.253",32.3,25.8,17.2,"0.235","0.44","0.287",33.8
"Bickford, Phil",641360,"NYM","SL","Slider",-4.3,-14,"331",26.9,"89","0.325","0.614","0.428",28.6,19.1,13.1,"0.294","0.542","0.376",49.3
"Saucedo, Tayler",642048,"SEA","SIFT","Sinker",1.5,5,"315",39.9,"89","0.236","0.278","0.312",17.5,10.1,18,"0.272","0.354","0.344",41.5
"Hoffman, Jeff",656546,"PHI","SL","Slider",2.2,9,"416",47.9,"89","0.074","0.123","0.156",44.6,43.8,29.3,"0.11","0.16","0.155",20.5
"Bassitt, Chris",605135,"TOR","CUKC","Curveball",0.5,2,"394",12.6,"89","0.192","0.295","0.265",31.8,25.8,20,"0.223","0.324","0.285",21.4
"Edwards Jr., Carl",605218,"WSH","FF","4-Seamer",-1.2,-4,"358",63.4,"89","0.312","0.468","0.395",15.7,14.6,12,"0.296","0.393","0.351",26.6
"Barria, Jaime",642545,"LAA","FF","4-Seamer",-2.5,-10,"413",30.6,"89","0.362","0.713","0.48",14.6,10.1,7.4,"0.339","0.675","0.445",44.4
"Hendricks, Kyle",543294,"CHC","FF","4-Seamer",-1.2,-5,"428",20.3,"89","0.38","0.658","0.468",11.2,12.4,16.7,"0.37","0.705","0.477",55.1
"Miller, Shelby",571946,"LAD","FF","4-Seamer",3.6,14,"382",57.6,"89","0.11","0.178","0.222",25.8,24.7,22,"0.206","0.394","0.328",48.1
"Banks, Tanner",621383,"CWS","FF","4-Seamer",-0.9,-3,"356",35.4,"89","0.291","0.494","0.36",24.4,25.8,19.5,"0.249","0.497","0.343",37.9
"Hartwig, Grant",701643,"NYM","SIFT","Sinker",-1,-3,"299",46.8,"89","0.288","0.411","0.394",12.8,14.6,14.1,"0.259","0.359","0.344",36.7
"López, Pablo",641154,"MIN","SIFT","Sinker",1.9,6,"320",10.6,"89","0.278","0.342","0.309",12.6,6.7,17.6,"0.27","0.374","0.314",28
"Germán, Domingo",593334,"NYY","FF","4-Seamer",-1.2,-5,"458",27.7,"88","0.321","0.741","0.454",19,12.5,11.6,"0.326","0.717","0.455",49.3
"Suter, Brent",608718,"COL","SIFT","Sinker",-1.2,-4,"343",30.4,"88","0.342","0.443","0.394",13,17,15.2,"0.266","0.347","0.311",31.3
"Nelson, Kyle",669459,"AZ","FF","4-Seamer",-1.2,-3,"282",32.1,"88","0.321","0.556","0.407",14.1,19.3,27.9,"0.26","0.467","0.334",43.1
"Kaprielian, James",621076,"OAK","SL","Slider",-0.8,-3,"335",30.7,"88","0.263","0.4","0.323",31.6,31.8,20.6,"0.193","0.248","0.237",17.3
"Koch, Matt",571863,"COL","FC","Cutter",-2.4,-7,"276",47.3,"88","0.305","0.573","0.386",28.3,20.5,24.7,"0.26","0.474","0.336",40
"Doval, Camilo",666808,"SF","FC","Cutter",2,8,"384",33.7,"88","0.175","0.212","0.224",30.4,40.9,24.7,"0.158","0.228","0.208",37.8
